start	end	text
3967107	3972111	las iglesias que yo leí en mi vida, que creo que las llama lugares de observación
3972131	3972711	del infinito.
3973392	3976114	Son espacios que el hombre dedica a contemplar el infinito.
3977696	3979197	Está muy bien, está muy bien eso.
3979437	3980178	Fascinante.
3980738	3984881	En ciertos casos la arquitectura favorece muchísimo esa contemplación.
3985001	3989804	Los góticos debieron haber leído a Vitorú con antelación.
3990064	3993586	Es espectacular. Yo siento, viste, vuelvo a lo de creer.
3993687	3995528	Siento que todo está un poco atravesado.
3996769	3999430	Si no crees, no podés hacer una obra de arte, me parece.
3999470	3999951	¿Por qué no?
4000691	4002392	Porque ¿de dónde obtenés la inspiración?
4002852	4004513	¿De dónde obtenés justamente...?
4004554	4006215	No hay que ser necesario creer.
4008438	4010219	Se puede hacer una obra de arte de septicismo.
4010479	4011719	Sí, claro, las mejores.
4011839	4012799	Las mejores, ¿sí?
4014540	4016220	Las mejores, sí.
4017281	4018341	¿Y eso no es un poco...
4019641	4021582	¿No le pertenece a los refutadores de leyendas?
4021642	4022082	Claro.
4023102	4024362	No puede ser, se me está quemando...
4024402	4026663	No, no puede ser.
4026723	4029204	Si los hombres sensibles están en el déjelos para el libro.
4029724	4033725	Para el libro o para los institutos donde se curan los locos.
4035266	4039467	Únicamente un loco, es un refutador, es un hombre sensible 100%.
4039828	4045750	Yo creo que hay mezclas. Hay un ensayo de Aldo Huxley en que yo no me acuerdo ahora
4045790	4054513	qué clasificación hace, bueno, que son los tipos y los otros nombres. Supogamos.
4054693	4063197	Espiritualidad, estoy diciéndolo mal, pero poner espiritualidad.
4065038	4076067	del medio y carnalidad, entonces él dice que todos nosotros tenemos un número de proporción,
4076588	4081012	ponerle que tengamos en total 5 puntos, entonces usted tiene 3, 2, 1, entonces sería 6, 3, 1, 1.
4086698	4096952	y así. Tres de espiritualidad, uno de musculatura y uno de carnalidad. Pero dice que el 5-0
4097393	4098394	solamente lo es loco.
4100298	4104260	Quiere decir que todos somos un poco refutadores de leyenda
4104741	4107162	y otro poco hombres sensibles.
4107483	4108783	Y está bien eso.
4109144	4114367	Yo soy hombre sensible para desear, para querer, para amar,
4114807	4119190	para soñar y refutador de leyenda, pero lo saco cuenta.
4122493	4123573	Si no pagas con imaginación.
4127016	4132559	¿Cuál es tu porcentaje? ¿En tu tabla de refutador y de hombre sensible? ¿Cuánto hay de...?
4132579	4135240	Es buena, ¿eh?
4135300	4135900	Es muy buena.
4137141	4140922	El respuesto honesta sería que no lo sé, pero poné 3-2.
4140942	4142463	3-2.
4143643	4148505	Primero refutador, segundo hombre.
4148585	4150206	Y un poquito más refutador.
4150226	4151346	Un poquito más refutador.
4152187	4152747	Es terrible.
4156165	4157986	Me han ido, me han ido acorralando.
4159227	4161987	Claro, te fueron sacando el margen, una arranca.
4162108	4164108	Me han ido empujando, qué quieres que le diga.
4164768	4167309	Yo cuando llegué aquí a este barrio, era 4-1.
4167349	4168090	Claro.
4168910	4170290	Por hombres o en siglos.
4171271	4175112	Y después, bien, ya empezé a escuchar tangos.
4176373	4177173	Te va a aliquiar.
4177193	4180834	Claro, a no sacar premios en la galoltería.
4182215	4182455	Es así.
4182475	4183655	Muchos desengajos.
4184736	4192021	Bueno, es verdad, es verdad. Si el desengaño no fuese una fuente de arte, no tendríamos tango.
4192801	4197304	No, claro. Todo lo malo que uno le ocurre es la poesía.
4198284	4202086	La poesía se nutre de la falta más que de la sobra.
4204088	4205468	Se nutre de lo que no hay.
4205488	4213173	Hay un ensayo de Borges que no está en las obras completas.
4214575	4218857	Creo que está en un libro que se llama El Tamaño de mi Esperanza.
4219898	4227782	Y hay un ensayo acerca de la escasis de literatura de la felicidad.
4229263	4237168	Y dice que los versos que cuentan como un tipo de feliz son menos y son peores.
4239009	4240490	El recuerda.
4241531	4246615	Aquel verso de Fray Luis de León, el que dice,
4247796	4252720	despiérteme las aves con su cantar suave no aprendido,
4253240	4257784	no los cuidados graves de que siempre es seguido quien
4257964	4260205	del ajeno arbitrio está tenido.
4260786	4267751	Bueno, él dice que quiero esto y no aquello,
4269994	4280600	hacia lusión de lo que le molesta y entonces ya no es un verso que cuenta su felicidad sino
4280620	4290367	que cuenta la ausencia de desdicha. Cuidado. Y dice Borges yo creo que con razón que la
4290407	4298371	mayoría de los versos felices lo que cuentan es que no estás mal no que estás bien.
4299693	4306834	No estoy enfermo, no estoy preocupado por la fama y el dinero.
4309395	4312915	Él cuenta en la no desdicha, muy bien.
4313335	4318096	En cambio, los que cuentan la felicidad en formas positivas son poquísimos
4319256	4320097	y no tan buenos.
4320917	4325237	Los mejores versos son aquellos en donde se ha perdido.
4326238	4329721	se ha perdido la juventud, se ha perdido la esperanza,
4331002	4334905	se ha perdido un amor, se ha perdido la justicia,
4334965	4337007	se ha perdido la patria.
4338148	4341130	Y esos son versos tremendos y conmovedores.
4343172	4344873	Y que está bien.
4346534	4353399	Hay algunos, pero no sé si son tan buenos.
4354161	4358123	¿Por qué? ¿Será porque se torna justamente más necesario en esos momentos?
4358163	4362024	¿Son momentos donde vos estás mal, recurriso un poema?
4362064	4368907	Yo creo que es porque la naturaleza humana es trágica, antes que nada es trágica, antes que nada.
4369127	4374629	Y el poeta, además del conocimiento de su arte,
4374649	4383533	así debe conocer las palabras, como las palabras se buscan, se miran, se acarician, se tocan, se rechazan.
4384734	4389859	Pero toda poesía implica un juicio acerca de la naturaleza humana.
4390939	4392160	Y si no, no es una poesía.
4392681	4395143	Y la naturaleza, siendo ésta trágica,
4397064	4397785	debía agregar.
4398385	4400727	¿Qué es lo que dice? No lo digo yo.
4401068	4403329	Octavio Paz, ¿no?
4403349	4405131	¿Vos sentís que en tu propia obra
4405311	4409334	los momentos de mayor calidad tienen que ver con oscuridades?
4409755	4410035	Sí.
4411296	4411656	Sí, claro.
4412718	4415700	¿Quién no hay otra cosa, creo? Porque incluso cuando es gracioso,
4417241	4420723	es gracioso, pero porque está describiendo oscuridad.
4423024	4425765	Es tremendo eso, ¿sabes? Claro que es tremendo. ¿Qué se cree?
4427566	4430068	Es la vida, esto, no una que armé ese, dijo el tipo.
4432509	4435611	Pero aún así hay tiempo, no te preocupes.
4435631	4439353	No, no hay manera. No puedes ahora rematar con lo que no fue.
4439373	4440693	Me damos, ¿qué?
4440753	4442014	¡Hjorita tovina igual!
4443496	4445696	Y yo no puedo ser dichoso por momentos.
4446276	4446956	Por momentos.
4447036	4448757	Por momentos, ¿qué quieres? Todo el tiempo.
4448977	4451938	No, no, y sí, no. No se puede, no se puede.
4453118	4458259	Es espectacular, ¿eh? O sea, pero y creo que es lo que se nota acá para mí, ¿eh?
4458439	4461760	O sea, tiene que ver con eso mismo, tiene que ver con ese mismo encuentro.
4462280	4465161	¿A vos te ha pasado en... O sea, me imagino que sí, o sea, preguntar...
4465541	4468021	Si alguna vez la pasaste mal, es una pelotude, es quien nunca la pasó mal.
4468441	4472262	Pero alguna vez te encontraste lo que uno diría hoy deprimido o como agarrar y así.
4472282	4472842	Sí, ¿ahora?
4473523	4478506	en este momento, en este instante, en esta conversación. Ya que me lo preguntas.
4478606	4481208	¿Estás mal? ¿Estás triste?
4481988	4483649	Sí, claro, sí. Sí, sí.
4484250	4485491	¿Por qué estaría contento?
4485891	4486952	¿Por qué? No, sí, sí.
4487972	4488813	Es un momento...
4493336	4495717	probablemente patológico también.
4496438	4499640	Me debe pasar lo mismo que a mis compañeros de colegio.
4500681	4501742	el mismo grupo que decías.
4501882	4503162	Y me pasa exactamente lo mismo,
4503182	4504502	solo que yo no me doy cuenta
4505082	4506603	y me creo que a mí no me pasa,
4507383	4508583	pero tal vez me pasa.
4509524	4510804	Y es que...
4513125	4515005	está la principal tragedia que es que
4515545	4517506	uno toma conciencia de su finitud.
4518526	4520247	Bueno, uno quiere vivir así en primas.
4521307	4522747	Mira qué cosa es esto.
4522767	4525548	Te lo dice uno que sospecha que está deprimido.
4527189	4528389	La vida es hermosa.
4530351	4538216	La vida es hermosa, quiero vivir siempre, quiero estar siempre aquí.
4541218	4542799	Ese ya es un motivo tristeza, ¿no?
4544200	4552106	Pero si a eso le agregamos la forma en que uno se conduele de lo que le pasa a los otros,
4553346	4555848	los... los lazos.
4556910	4566472	fortísimos de amor que uno ha ido tejiendo durante toda su vida y la tristeza de ver
4566492	4577495	que algunas personas que uno ha amado están fracasando en su intento por vivir, por disfrutar,
4577515	4584316	por encontrar su lugar en este mundo, todo eso tiene que llenar de perplijidad, de tristeza.
4586117	4587298	¿Y por qué no de depresión?
4590419	4590659	¿Hay?
4590679	4595921	Hay algo, sin embargo,
4598962	4600642	en la misma condolencia,
4600662	4603883	en la misma tristeza que uno
4605804	4607244	le produce el mal ajeno.
4610285	4611546	Hay algo misterioso.
4612306	4613506	Yo no diría que nos redime.
4616658	4626421	Pero que nos deje un sentimiento parecido al que revelaba el overdande Senankur, que era un personaje,
4627021	4631402	que decía que si la nada es lo que nos espera después de la muerte,
4632322	4634843	vivamos tratando de hacer que esto sea una cosa injusta.
4638124	4642605	Perseverar en el amor y en la composición de Milongas,
4645740	4649763	y en el abrazo divertido de nuestros amigos, y en el deseo.
4653525	4656006	Es una manera de...
4657787	4659528	en antecerla, cuando dice una humana,
4660649	4661990	si es que uno sabe que se va a morir.
4663210	4666792	Y, fíjate, no dirán, esta especie, que es la única que sabe
4667233	4670114	que se va a morir, y yo digo, bueno, ahí están.
4671735	4674797	Mira, es un baile, están bailando, se están riendo.
4681377	4685459	Hay pocos caminos para seguir, pero igual es la pena.
4687540	4693203	El arte, el amor, el conocimiento.
4695925	4696525	Qué más querido.
4697226	4697846	Es un montón.
4697866	4699727	Es un montón, un montón.
4700407	4701068	Ahora...
4704209	4710993	Hay también quienes están a favor de lo que están en contra.
4712175	4726647	Quiero decir, ya la condición humana es trágica, pero el ser humano también tiene los usos.
4728991	4738416	Hay tipos que aumentan, hay congéneres que aumentan la tragedia de pertenecer a esta especie.
4739657	4746020	Lo que podríamos llamar, la malevolencia, no sé cómo llamar.
4746100	4755045	Pero la bondad y el fracaso te llenan de ternura.
4757868	4761490	La violencia, la malevolencia, te llenan de desesperanza.
4762711	4766434	¿Has conocido vos así de primera mano lo que dirías malevolencia?
4766614	4768135	Sí, sí, lo he visto.
4768435	4769275	¿Las combatido?
4769535	4774679	Me ha alejado de ella, por lo general.
4777500	4781783	Cuando pude la combatir, pero no he podido con ella.
4781803	4782403	Pero yo he visto.
4784106	4787849	Yo he conocido personas verdaderamente malas, violentas,
4790611	4791772	verdaderos mal paridos.
4794474	4794814	Difícil.
4794914	4797976	Y no estoy hablando de teorías.
4799978	4801279	A tu propia vida, tu propia experiencia.
4801299	4802239	Estoy hablando de criminales.
4802399	4803040	Criminales.
4803160	4811586	Se ha conocido tratado de apartarme de su camino.
4813268	4815369	Y, capaz, se trata un poco de eso. No sé si uno...
4816449	4818229	Pa, no sé. No sé.
4819790	4824050	Siento que tocamos los abismos que te volven la mirada. Esa es la impresión que tengo en este momento.
4824931	4826351	Hay algo de eso en este momento.
4827131	4828591	Te quería preguntar algo.
4828611	4833312	Igualmente, la maldad pura no es fácil de percibir.
4834673	4837173	Porque solamente es efectiva cuando hay poder.
4839374	4841394	A lo mejor yo soy el tipo más malo del mundo.
4842575	4844656	Pero como no tengo poder, nadie se lo cuenta.
4845216	4846377	¿Y qué mal puedo hacer yo?
4848338	4853220	El tema es cuando alguien muy maloado, tiene mucho poder.
4854221	4858062	Entonces, ahí, los males que puedo generar son cósmicos.
4859183	4861624	Un verdulero malo, por ejemplo.
4862744	4865726	Eh, que nos pueden vender frutas en mal estado.
4865746	4867026	Puede afectar un par ahí.
4868247	4870468	Por ahí te fajas, porque lo miraste mal, pero...
4871770	4874330	un príncipe maloado es mucho más peligroso.
4885696	4890219	Elegantemente esta idea de estar construyendo medio, ¿qué término usaste?
4890259	4892481	Que no era la edificación que querías construir,
4892521	4894983	que a veces quizás serás convidado a algo que de repente decías esto,
4895003	4899546	me parece que iba por otro lado, ¿puedes te conocer esos tipos de poder?
4899607	4901728	¿Cómo fue tu relación con el poder?
4902068	4910775	No, casi nula, casi nula, muy pocas veces buscada por mí, no, no, no he tenido.
4912865	4919970	Porque, por ejemplo, para mí vos sos una persona que ha logrado no creo que exenta de tensión
4919990	4926934	o problemáticas, no sos un artista que agarra y no opina ni de la realidad ni de las cosas,
4926954	4932978	has tenido una relación con la historia política del espacio que compartiste, de tu país,
4933358	4934098	de la realidad.
4934800	4938482	Y eso muchas veces suele ser, te cito vos mismo en esta misma charla, cuando racia,
4938502	4941985	si es como te vas a perder a alguien, viste una obra, un lo que sea, por sus opiniones,
4942125	4947388	ya podemos sumar por su ideología. Vos has transitado en ese sentido, una cornicia muy difícil,
4947429	4954113	porque es, yo te he escuchado posicionarte una y mil veces y sin embargo, no has quedado,
4954273	4958976	creo, creo, capaz vos lo percibís diferente, viste el famoso como encasillamiento. Viste que hay una
4958996	4960397	discusión como del artista...
4961139	4963180	partibizado, por ejemplo.
4963220	4966142	Pero es que no, yo no tengo una vocación política.
4967562	4969824	A mí me interesa la política y me interesa mucho.
4970544	4978028	Y, evidentemente, si me preguntan en contexto lo que pienso,
4978068	4980629	no es que no tenga ningún pensamiento político,
4980649	4982991	lo tengo y bastante perfilado.
4983991	4987193	Pero la política no forma parte de mis intereses personales.
4987793	4989494	Yo no quiero ser político ni quiero...
4990356	4993658	Tener una carrera política, ni nada que se les parezca.
4996279	5001702	Y si no he sido señalado por disposición política,
5001722	5004824	ha sido por mi ineficacia, posiblemente,
5005505	5010948	ya que no he alcanzado a decir cosas que puedan molestar a algunos.
5011548	5013329	¿Te ha tensado en alguna oportunidad?
5013349	5014970	Ha sido como un problema de...
5015010	5015170	Nada.
5019737	5036504	Pero también le digo que no espero nada tampoco, no espero ninguna alegría que provenga de
5036524	5043906	así, tendría derecho entonces a esperar que ninguna tristeza.
5045707	5046828	saliera de su lugar.
5047108	5048868	Y eso es capaz de ser más difícil.
5048888	5051108	Lo que quiero decir es que yo no he estado
5053949	5056169	mucho en esos foros, soy amigo de algunos tipos
5057690	5058990	generalmente por casualidad
5061130	5063231	y todo el mundo sabe que soy peronista
5064411	5065271	pido permiso
5068732	5069072	y nada más.
5071313	5075335	Pero ella parecía una frase que se me atribuye, que es espantosa.
5076015	5076315	¿Cuál?
5076555	5080898	Dice, muchas, pero ésta es especialmente inciosa, porque dice,
5083719	5087721	dejemos de pedir perdón, dejemos, somos nosotros lo peronistas.
5088381	5092843	Dejemos de pedir perdón cuando uno de nosotros comete un delicto.
5094926	5096587	Es durísima la frase.
5097407	5099068	Pero eso no es nada con la que sigue.
5099609	5102391	Ellos no tienen a ninguna persona honesta.
5103491	5104692	Punto. Alejandro Dorné.
5104712	5105973	¡Qué grafa!
5106053	5108035	¡Impresionante!
5109996	5110897	Yo una vez creo que...
5110917	5111637	¿Y cómo puede...?
5114879	5116961	Yo no me veo a mí pensando eso,
5117341	5118782	pero ni aunque tuviera razón.
5120243	5120663	Es buenísimo.
5120683	5121964	Dejemos pedir para lo por nuestro delito
5124427	5127788	porque ellos no tienen ni uno que sea honesto.
5128448	5130189	Bueno, que cosa, ¿no?
5130769	5131029	Cosa.
5132290	5133730	Bueno, por ahí no me das, mí.
5134891	5139773	No me da por eso, por esa concepción.
5142474	5146535	Jamás votaría un liberal, pero jamás lo acusaría
5146976	5148676	de ser deshonesto por ser liberal,
5148696	5151657	o al menos hasta que me expliquen cómo es la cosa.
5152538	5155260	¿Hasta que se entiendan, digo, también?
5155280	5159502	Sí, se entiendan, además, yo quién soy, para ponerme en vigilante,
5159922	5163303	decir que este son esto y los otros que son esto, cada uno sé lo que puede.
5164944	5167945	Yo no digo que no haya que castiguarda,
5167965	5173548	ahora 20 minutos de explicaciones, pero no soy de la policía.
5174668	5176729	No, bueno, volviendo a la frase que vos citabas,
5176789	5179510	¿no? Siendo inocente no tirando la piedra igual,
5179610	5179971	hay algo...
5182914	5187358	Bueno, ahí esto será para bien, para mal, pero te tendrás que hacer cargo también.
5187458	5191683	Cuando digo que me hace influido no miento, yo recuerdo en la búsqueda de mis...
5191883	5196848	Tengo varias búsquedas también. Creo que comparto... Has hecho una gran disección de horizontes,
5196888	5199270	porque vos hablaste del conocimiento, del amor y el arte, ¿no?
5199310	5199571	Como...
5200934	5204897	Son como todos grandes nortes, una vida dedicada a eso es un privilegio,
5205197	5208059	si uno puede hacerlo en esos términos, pero también me parece que es una vida
5208800	5211042	que vale la pena ser vivida y es un montón.
5212082	5216086	Yo recuerdo cuando estaba buscando alguna de las dimensiones de quién era,
5216266	5219448	una de las cuales era política, yo también soy peronista,
5219548	5222230	pero también soy peronista por vos, entre otras cosas.
5222250	5223732	Ah bueno, entonces estamos arreglados.
5223892	5226914	Sí, por supuesto. Yo recuerdo dos cosas.
5226934	5228595	Yo soy peronista por vos también, así que...
5230719	5232520	Ya se retroalibente, ¿verdad?
5232740	5235763	Sí, me parece que estamos metiendo un error cósmico.
5236904	5239386	Y bueno, hasta uno de los dos tiene que ser convencido primero, digamos.
5239446	5241088	Yo me acuerdo...
5241108	5245171	Ay, era buenísima, exactamente la voy a atribuir y va a ser difícil de desmentir,
5245191	5246633	pero me acuerdo dos cosas.
5246653	5248795	Siempre me acuerdo cuando una vez te preguntaron por Borges...
5250938	5255259	gorilas y los hay, ¿no? Los ilustres gorilas y te preguntaban, pero ¿cómo puedes disfrutar
5255279	5259341	de Borges siendo peronista? Y te voy a citar mal, pero dijiste pose peronista pero no
5259361	5261821	voludo digamos, creo que lo dijiste mucho más elegante, creo que...
5261861	5265102	¡Habe dicho estupido!
5265502	5269984	Y la otra que fue fascinante, porque hace así discusiones, yo pasé por etapas más
5270024	5273685	así de sobre intelectualizar las cosas y creo que estoy casi seguro que te lo escuché
5273705	5277886	decir en algún lado que vos dijiste mise peronista porque quería mantener mis ideales
5277906	5279227	pero quería comprarme un auto, ¿viste?
5279827	5280708	Quería disfrutar de...
5280908	5281909	No, esa no la recuerdo.
5281969	5282570	Esa no.
5282650	5284831	Esa no la recuerdo, yo nunca quería comprarme algo.
5284992	5286012	Ah, mirá, era como...
5286092	5286673	No, no.
5286693	5288314	Yo tenía...
5288494	5292097	especialmente siendo joven...
5292898	5297562	unos sueños económicos...
5300144	5302085	diferentes, diferentes.
5302405	5303766	No sé si quería bienes.
5304887	5305448	¿Qué querías?
5305508	5305928	Tiempo.
5306529	5307069	Tiempo.
5307089	5308330	Quería tiempo.
5310093	5317538	Algunos eran capaces de trabajar mucho con tal de adquirir hirvianas.
5319399	5323942	Yo trabajaba para comprarme el ocio, para comprarme tiempo.
5324642	5325262	Buenísimo.
5325503	5328745	Quería tener tiempo para mí, entonces buscaba esos trabajos.
5330806	5335389	¿Y para qué? Para trabajar en lo que yo quería ser gratis.
5336730	5337290	Gratis.
5338191	5339071	Conseguiste tiempo.
5339853	5344735	Conseguí, hasta conseguí que me pagaran por aquello que, gustosamente, haría gratis.
5347677	5351358	Tiempo, querían, tiempo. Igual lo malgasté ese tiempo, ¿no?
5352399	5357901	Ese tiempo que me compré, lo malgasté leyendo novelas policiales baratas,
5358782	5359862	frecuentando a amigos que...
5362649	5368533	que quizá no eran tan beneficiosos, ¿quién sabe eso?
5368613	5371255	¿Para qué te sirve? ¿Qué ventaja tenés?
5372076	5374137	Es una manera equivocada de mirarlo todo.
5375298	5377580	¿Qué ganas con esos tipos? A mí en la esquina hablando.
5378040	5379281	No se trata de ganar.
5379301	5382684	Él dijo que quiero ganar. Quiero ganar nada.
5383985	5386647	Quiero estar ahí, quiero ver. Quiero ver qué pasa.
5387567	5388808	Quiero ver qué pasa, a ver si.
5389810	5392473	Si en una de esas se parece algún estímulo verdadero,
5393754	5397036	quiero ver, déjame ver, déjame ver.
5397837	5401760	Uno cuando es muy joven, tiene demasiada fe en sus amigos, es cierto,
5402321	5405584	pero es inevitable, es así, es así.
5406564	5410688	Uno tiene amigos en la juventud, nada más, después no, después no.
5411450	5418976	Después le quedan a uno los amigos que comparten la profesión o el arte o los sueños.
5419576	5420277	Eso sí, ¿no?
5421237	5425561	Los músicos que tocan con uno son amigos, sí, son amigos.
5425581	5427062	La armonía está hecha para eso, ¿no?
5428603	5430524	Para que uno entienda lo que es la amistad.
5431165	5433126	Pero si no, uno tiene amigos cuando es joven.
5434387	5436949	Es amigo de grande. ¿Cómo le va Don Fulano?
5436969	5437670	¿Qué sé yo?
5437690	5438270	¿Qué sé yo?
5442555	5448459	Creo que los de la juventud son esos únicos grupos que son más de contingencia que otra cosa.
5448479	5452142	No sé si uno vuelve a generar esos amigos por estar, verdaderamente.
5452302	5454284	Vos lo decías, vos dijiste algo muy poderoso para mí,
5455224	5459487	que es a mi grupo de amigos con los que me junto ahora,
5459627	5462249	ninguno va a ver esto porque no les interesa mi vida profesional.
5462930	5463670	Eso es un alivio.
5464191	5468354	Eso, por lo menos a mí me pasa cuando yo me junto con mis amigos de la secundaria, es...
5469496	5473879	No sé, lo último que se trata es de si acá vino tal o cual, es...
5473959	5475660	Pero se está muy cerca de la secundaria.
5475680	5476901	Yo estoy muy cerca de la secundaria.
5476921	5481604	Pues estás todavía, vosotros todavía, el alumno que eras.
5483425	5484586	Yo... no.
5485586	5486727	Ciertamente no.
5486887	5489989	No puedo ni imaginar ver a uno de mis amigos de los 15 con 60 años.
5490069	5490690	No sé, no sé cómo...
5490730	5491490	No los veas.
5498155	5504057	No lo veas, nada. Y si uno piensa para atrás es mucho peor, ¿no?
5505838	5509760	Esas reuniones que se hacen de recordación.
5510220	5511720	Hay de grupo, la acabada.
5511761	5514902	Entonces yo pienso... Me giraste la primaria, que ya es...
5515582	5519904	Ahí sí yo estoy seguro de hacer otro. Otro en otro mundo.
5520905	5521525	Ah, es otro planeta.
5521585	5522386	Es otro planeta.
5522526	5525487	Entonces uno se me ha ajado y lo voy a ver a Luisito Maldonado.
5525807	5526868	¿Quién es Luisito Maldonado?
5527268	5530889	Un niño de siete años que se sienta a mi lado en el colegio.
5530969	5532050	Bueno, pero qué suerte.
5532090	5534671	Entonces uno espera, le quine y viene Luisito Maldonado.
5534971	5536692	Y no es un niño de siete años.
5537552	5539333	Y no un gran dulón pelado.
5540574	5541794	Yo no quiero eso.
5543255	5544615	No quiero eso.
5545075	5546996	Es una obscenidad del tiempo.
5549927	5551128	Pero ¿qué puede hacer uno?
5552169	5555331	Bueno, buscar otra cosa, otra cosa.
5555751	5562295	Dejarse llevar por las corrientes del tiempo y encontrar otros
5562315	5568679	lucitos maldonados que también se sienten a nuestro lado,
5569219	5573382	ya con los intereses que tenemos ahora, que son distintos.
5575204	5582588	Hay algo muy poderoso del amigo, que a veces siento con la salvedad de quedarme cerca.
5582648	5585589	Nosotros nos deliramos con que pasaron 10 años de algunas cosas.
5585629	5588891	Tenemos nuestras primeras anécdotas de hace 10 años y eso fue todo...
5589331	5589791	No es nada.
5590131	5590631	No es nada.
5590791	5592052	No es nada. 10 años no es nada.
5592372	5594393	Eso fue todo un impacto metafísico en nuestro grupo.
5594413	5595894	Fue como 10, ¿eh?
5595914	5597254	Hay 10, 200, no puede ser.
5598655	5599375	Se pone peor, ¿eh?
5603357	5607239	a veces me pasa que yo siento que ellos son como el amigo termina siendo como un
5607259	5610140	testigo de la propia vida porque hay algo de que es verdad que uno cambia con
5610180	5614462	el tiempo bienvenido sea que uno cambia y que ellas esos son los únicos
5614482	5618584	personas que pueden corroborar que yo haya sido esa misma persona pero claro
5618604	5624207	pues supuestamente tienen tienen porque son testimonios fehacientes de que
5624868	5628050	que vos, con toda tu compadrada de hoy,
5628090	5632312	yo soy el tipo que una vez se digeras y vos
5632372	5634193	en el acto del 25 de mayo.
5634373	5634933	Exactamente.
5634953	5637195	Y lo cuentan y te lo enrostran.
5637395	5638095	Es su deber.
5638195	5641337	Es su deber darte estimoño de aquel pasado.
5641357	5645039	Por eso son gente tan peligrosa.
5645899	5646560	Fundamental.
5647720	5649321	Voy a veces yo a caseros.
5650843	5655584	actuar. En realidad voy al palomar, no importa, pero tomemos como si esto fuera cierto.
5657304	5662946	Hacemos giras nosotros con el programa, por ahí voy a Casiro, que es el lugar donde yo me cridé,
5663906	5674549	donde viví mi niñez, etcétera. Y no hay mucha repercusión. Quiero decir, los que vienen
5674749	5677430	a verme son gente que no me conoció nunca.
5678411	5683153	que les da lo mismo si son así en castellero, o dónde.
5686114	5688555	Y, sin embargo, yo no dejo de hacerme la ilusión
5689895	5693316	de que van a ir mis viejos amigos en tropez.
5693356	5694437	No, por ahí va alguno.
5695577	5698078	Pero, además, me encuentro con algo que esto es lo que yo quería contar.
5700619	5705601	Uno tenía, como yo he sido un pibe bastante atorrante,
5707282	5718484	bastante malvisto por la comunidad, por los macanúdos de Casel.
5719465	5729606	Y teníamos nuestros enemigos, viejos malos, personas que eran intolerantes con los muchachos,
5730546	5735967	que odiaban un poco, toda estudiantina.
5738808	5745874	Así se llaman, con los nombres de esos viejos de miércoles están bautizados a las calles de Casero.
5748416	5754620	Y si quién es este tipo, fula no, vean, hombre, fula neto de tal, uuh, ¿qué tal?
5754640	5759324	Conozco los tipos que ahora son calles, eran unos viejos de mierda.
5759344	5760745	No puede ser, es increíble.
5760765	5763267	La voz de la calle es este viejo hijo de puta.
5764850	5773876	es alucinante. Algo uno, por supuesto, que hay algunos. Otros ilustres. Era gente maravillosa, por si ya no. Vamos a decir no es género.
5774836	5776117	Es espectacular eso.
5776197	5783942	Bueno, eso es una locura. Yo entiendo que tiene su costado, como ya ha señalado, trágico, el componente trágico.
5784864	5786324	Es el método más trágico hasta ahora.
5786364	5789486	Hay un nivel de profundidad en términos de arte y de estilo
5789506	5790707	que me parece que hay que destacar.
5791847	5793168	Pero también hay enormes privilegios.
5793248	5794808	O sea, vos conociste a Borges.
5795529	5796229	Sí, claro, sí.
5796249	5797670	Eso es una locura.
5797690	5798170	Lo conocí.
5798610	5799351	No importa.
5799611	5803352	No es que él me dijera que dice como le iba a Dordina,
5803592	5804953	que está escribiendo ahora.
5804973	5807014	¿Dónde él estaba ahí?
5807074	5809115	No me decía, buenas tardes, ¿qué tal?
5809355	5809955	Y nada más.
5810656	5812957	Y yo tampoco le decía nada más.
5813557	5814297	Buenas tardes, señor.
5815079	5822983	y nada más. Yo fui el único colado admitido en una serie de entrevistas que hizo Antonio Carrillo
5823264	5826345	a Borges en el ochenta, en el ochenta.
5827246	5828767	¿Por qué colado? ¿Qué te metiste ahí?
5828787	5833509	¿Por qué qué tenía que hacer yo? Ahí estaba colado. Estaba ahí colado, me dejaban asistir
5833529	5839473	y yo pagaba ese privilegio no hablando, no decía nada, absolutamente nada.
5840373	5842515	Pero sí lo conocí, quiere decirlo bien, acción.
5843416	5846278	Lo vi en acción, lo vi hablar, lo vi pensar, lo vi dudar,
5846899	5848800	lo vi decidir una palabra en vez de otra,
5849380	5852662	lo vi explicar, lo vi reír y lo vi decir malas palabras.
5853883	5854744	Qué lindo eso.
5854824	5855404	Sí, claro.
5856445	5857225	Ah, es un privilegio.
5858186	5859287	Es un privilegio.
5859307	5859927	Sí, sí, seguro.
5860808	5861248	Y creo que...
5861288	5862309	Además, sí, sí.
5863950	5866892	Un privilegio en lo nominal, pero también en lo real.
5867312	5870514	Porque era un hombre que hacía honor a la expectativa que despertaba.
5872216	5879598	No hay que hacer mucho caso a los que lo imitan, a los imitadores que hacen una voz vacilante,
5880398	5883499	que nadie vaya a creer que tenía que nombrar nada de vacilante.
5886240	5897444	Era un hombre que tenía unas maneras de hablar, pero tenía un pensamiento lucido, genial.
5900773	5903374	Ordenado, infalible.
5903554	5904094	Ah, es infalible.
5904674	5906375	Eso es infalible.
5906455	5906975	Infalible.
5908836	5912537	A mí me pasa, bueno, Borges es un tópico en sí mismo, ¿no?
5912857	5914977	Pero, perdón, pregunta de rigor.
